employee_id,first_name,last_name,email,phone_number,date_of_birth,gender,hire_date,job_title,department,salary,bonus,is_active,address,city,state,country,postal_code,created_at,updated_at
107,Peter,Jones,melissa03@hotmail.com,07303349821796,1990-12-23,Male,2018-05-06,Data Analyst,IT,63236.43,11163.63,True,11791 Jamie Islands,Brianhaven,Pennsylvania,Slovakia (Slovak Republic),89478,2024-01-20 14:13:56,2024-06-11 22:50:49
108,Amy,Brock,barberwendy@davis.org,+15154040065079,1981-01-05,Other,2018-07-19,HR Executive,Marketing,52245.68,8434.09,True,7723 Cardenas Squares,Lake Jeffreyland,Louisiana,Korea,62157,2022-12-08 12:43:23,2020-01-28 13:29:08
109,Douglas,Bell,ablackburn@yahoo.com,0042907459,1971-08-05,Male,2021-10-12,HR Executive,Sales,142452.56,2851.35,False,6565 Lee Hollow Suite 300,Michellestad,Hawaii,Niger,98336,2024-12-13 12:33:31,2024-01-12 17:48:26
110,Nicole,Torres,jane13@walker.net,30284264940519,1989-05-12,Other,2021-03-28,Software Engineer,Marketing,120604.21,5894.57,False,938 Jon Passage Apt. 583,Mauricefurt,Minnesota,Togo,71443,2023-03-22 18:19:25,2022-09-22 14:41:12
111,Mark,Graham,lisatran@richardson-walters.com,38141572878143,1975-07-05,Other,2017-05-28,HR Executive,IT,56248.1,2289.14,False,8058 Eric Orchard Apt. 936,West Brent,Rhode Island,Sweden,45775,2024-08-01 16:28:31,2024-10-26 09:07:55
112,Nicole,Adams,preynolds@peterson-mills.com,089096377426033,1993-02-27,Other,2016-06-27,Sales Manager,HR,80905.09,15027.05,True,415 Ruben Creek,North Grant,Illinois,Western Sahara,26782,2024-07-21 02:51:33,2023-02-18 07:25:20
113,Michelle,Fox,aguilarjane@yahoo.com,+14383413973195,1985-03-16,Other,2018-04-28,HR Executive,HR,95248.9,8106.1,True,87985 Richard Dam,Kathleenhaven,North Carolina,Central African Republic,65455,2020-08-19 15:50:17,2021-10-08 08:05:47
114,Victor,Kennedy,darrenjacobs@miller.com,+16420740190587,1994-02-03,Male,2025-02-11,Project Manager,IT,30030.39,7968.57,False,30564 Rose Junction Apt. 521,Christopherstad,Montana,Bosnia and Herzegovina,41618,2024-12-21 03:45:58,2021-03-15 17:46:38
115,Mary,Wagner,lesliesilva@brown-kaiser.info,5290137153472,1993-07-10,Female,2018-11-08,Software Engineer,Sales,72458.64,17425.96,True,72778 Chaney Ridge Apt. 321,Nicholasfurt,South Carolina,Mali,53357,2020-04-21 08:32:53,2025-01-10 09:06:42
116,Sarah,Thomas,justinpalmer@yahoo.com,2927195993896,1986-03-13,Other,2017-09-19,Software Engineer,IT,38454.68,5249.74,False,166 Rivera Port Suite 671,South Timothy,Idaho,Serbia,28585,2021-06-20 17:27:06,2020-12-15 02:31:34
117,Tina,Collier,webbjames@gmail.com,+15298298733867,1967-06-09,Male,2024-05-25,Sales Manager,HR,136883.87,15240.01,True,8107 Simmons Stravenue Suite 708,Camposshire,North Dakota,Guadeloupe,86366,2024-01-18 17:25:25,2023-08-07 13:31:48
118,Susan,Hill,garyclark@gmail.com,1133345828,1991-12-19,Female,2019-04-10,Project Manager,Sales,92380.09,11479.64,True,105 Henry Locks,Brownstad,Wisconsin,Nauru,16666,2022-08-08 14:10:40,2021-03-28 07:47:49
119,Patrick,Barnett,melvin22@gmail.com,775923559296655,2001-05-01,Other,2022-04-29,Software Engineer,Marketing,144678.58,10871.46,False,1463 Stacey Pike,Walkertown,Texas,Algeria,38824,2025-03-29 12:46:16,2020-01-02 21:53:11
120,Melissa,Archer,tamaramorrison@hotmail.com,8555189402,1968-06-06,Female,2016-07-25,HR Executive,Sales,98187.95,2756.25,True,94259 Brittney Mews Suite 666,Lowehaven,Alabama,Kenya,34651,2020-12-19 05:08:58,2023-01-20 07:14:50
121,Charles,Crosby,zerickson@smith-taylor.biz,661890266500925,1976-07-30,Other,2023-03-04,Software Engineer,Marketing,78145.98,9358.86,False,754 Michael Extensions Suite 076,Miketown,Mississippi,Egypt,80436,2024-06-30 20:21:02,2020-12-24 20:12:01
122,Jamie,Conner,marcthomas@yahoo.com,42069597296438,1982-08-09,Female,2021-04-03,HR Executive,Marketing,56161.2,9777.16,False,9996 Nicholas Ford Apt. 375,New Kaitlin,New York,Sao Tome and Principe,94000,2024-01-21 04:33:55,2022-02-14 12:53:37
123,Kathleen,Anderson,ajones@hopkins.biz,001452099862670,1989-06-27,Female,2020-08-04,Software Engineer,Marketing,66022.22,14904.19,True,681 Harrison Hollow Apt. 064,Forbesshire,Pennsylvania,Liberia,51122,2022-10-27 16:29:26,2022-12-23 14:24:00
124,Cassandra,Anderson,nicholascarter@hernandez.com,97283417241258,1996-11-18,Other,2025-03-27,Data Analyst,IT,72648.16,7819.32,True,926 Joseph Roads,Aaronmouth,Michigan,Bolivia,84771,2021-08-19 18:23:16,2020-10-06 08:47:16
125,Amy,Williams,jvalencia@gmail.com,94328158338626,1965-09-18,Other,2020-01-25,Software Engineer,IT,112355.58,14839.08,False,07445 Robert Wells Apt. 903,East Christopherhaven,Tennessee,Indonesia,53874,2022-09-08 06:43:15,2020-12-01 21:39:59
126,Craig,Allen,mgoodwin@crawford.com,2283789916,2002-11-01,Male,2024-02-15,Project Manager,IT,43938.25,74.81,False,548 Wallace Port,Lake Karenland,Minnesota,South Africa,39091,2024-08-20 12:48:52,2020-06-28 01:55:22
127,Norma,Williams,santanajimmy@gmail.com,1358058393,1985-12-16,Other,2016-11-29,Project Manager,HR,46881.57,11457.01,True,15766 Peterson Roads,Port Davidland,Ohio,Guam,18397,2023-07-07 19:41:49,2022-11-29 00:24:42
128,Anthony,Morse,laurengreen@yahoo.com,925773599093813,1970-07-03,Male,2018-06-03,HR Executive,Marketing,115961.49,7682.6,False,3499 Adam Underpass Apt. 020,Taylorchester,Georgia,South Georgia and the South Sandwich Islands,84064,2020-05-03 01:42:14,2021-09-27 11:48:28
129,Fred,Osborn,afranklin@hotmail.com,3128036879,1965-01-09,Female,2023-04-02,HR Executive,HR,83675.03,14176.56,False,0727 Charles Mountain Apt. 561,Whiteside,West Virginia,Jamaica,41346,2021-07-03 08:11:51,2023-07-06 12:45:25
130,Andrea,Bartlett,juliecole@hotmail.com,161508746977578,1998-10-13,Male,2019-07-19,Data Analyst,HR,83294.92,15786.75,False,3344 Kim Haven,North John,South Carolina,Luxembourg,27301,2024-10-12 23:39:46,2024-09-13 20:19:58
131,Michelle,Simpson,xmadden@hotmail.com,09870091391832,1993-04-02,Female,2025-01-23,HR Executive,Marketing,117573.98,15911.67,False,34997 Ramirez Spur Suite 386,East Mary,Arizona,Madagascar,18315,2022-05-04 08:58:15,2025-01-04 12:54:20
132,Michael,Baker,mendozajessica@franklin.info,0891748305,1990-03-04,Male,2022-07-14,Sales Manager,IT,138698.65,665.58,True,564 Fernandez Vista Suite 940,West Jenniferfurt,Minnesota,Turks and Caicos Islands,78607,2024-03-28 15:05:35,2024-01-30 17:04:56
133,Jacqueline,Peters,elliskaren@gmail.com,2069312344,1996-01-15,Male,2019-10-14,Project Manager,IT,119179.54,13549.85,True,0823 Levy Isle,South Darryl,New York,El Salvador,27055,2023-05-10 03:52:20,2023-06-25 21:31:22
134,Bradley,Hamilton,john64@johnson.com,17350278768022,1979-06-03,Other,2023-09-27,Project Manager,Finance,40395.56,17376.87,False,18008 Alvarado Lake,East Theodoreland,Pennsylvania,Cook Islands,97796,2022-08-18 13:29:08,2022-08-15 20:51:37
135,Anthony,Rubio,johnsonthomas@mills.com,23500758600802,2001-11-17,Female,2016-08-10,HR Executive,Marketing,36472.8,13936.1,False,8883 Jeffrey Branch,Port Bradley,Hawaii,Korea,31503,2024-01-08 23:38:28,2020-10-24 05:41:48
136,Theresa,Pitts,finleyrebekah@gmail.com,001586979331467,1984-01-09,Other,2020-05-15,HR Executive,Marketing,60570.27,9513.05,False,33370 Mary Islands Apt. 705,Hopkinston,Louisiana,Monaco,89214,2022-04-23 19:24:23,2021-09-20 13:54:58
137,Gerald,Burke,josephjackson@gmail.com,+14481166815,1982-06-11,Female,2019-11-23,Software Engineer,IT,36306.4,6996.04,False,7666 Mercado Cove Apt. 888,Cochrantown,Massachusetts,Cocos (Keeling) Islands,52927,2024-06-21 23:14:22,2022-07-21 21:15:06
138,Austin,Burnett,bburton@yahoo.com,000353130399258,2001-05-01,Other,2020-02-21,Software Engineer,HR,37642.82,8554.89,True,72690 Moses Radial Suite 500,Jasonshire,Oklahoma,Sao Tome and Principe,23650,2023-05-04 23:28:34,2025-02-28 15:24:43
139,Thomas,Sweeney,gcole@hotmail.com,3579586846,1981-06-30,Other,2020-03-21,HR Executive,Finance,140567.03,9074.08,False,100 Price Run Suite 306,Lake Emilyfort,Kansas,Guyana,70732,2022-10-24 11:31:43,2025-01-07 17:24:08
140,Christine,Fletcher,levymichael@woodward-phillips.net,7674491041,1971-08-03,Other,2019-06-04,Software Engineer,Finance,135939.86,15895.8,False,27615 Clayton Well Apt. 167,Thompsonfort,Alaska,Marshall Islands,93530,2021-08-22 21:39:52,2022-08-18 02:10:33
141,Mark,Lawrence,vharmon@williams.info,+13268944168514,1978-07-21,Other,2022-09-23,HR Executive,Sales,60659.98,10439.81,True,07031 Mcknight Creek Suite 604,Lake Jenniferfurt,Indiana,Marshall Islands,49508,2021-10-11 22:04:20,2021-04-18 03:24:36
142,Melissa,Jones,todd68@burton.com,18281732529046,1992-09-03,Female,2016-03-04,Software Engineer,HR,134393.74,6914.94,True,172 Stephen Unions,Smithville,Kentucky,Croatia,77277,2023-04-16 10:11:34,2021-08-06 21:28:19
143,Samantha,Davis,sbrown@jackson.com,6340158390,1990-12-18,Female,2016-01-14,Project Manager,Sales,92028.07,7693.44,False,21753 Heather Spur,Lisaland,Tennessee,Poland,55099,2022-09-23 10:30:08,2022-06-22 08:13:17
144,Denise,Edwards,jared60@hotmail.com,0018133662913,1979-07-23,Female,2020-05-15,Data Analyst,IT,66697.76,11039.48,True,6006 Ramirez Valley Apt. 610,New Andrewton,Alaska,Hungary,72924,2025-04-11 10:21:05,2024-10-12 14:19:28
145,Kathy,Freeman,raymondlynch@gonzales.com,9063330113,1978-09-03,Female,2022-11-15,HR Executive,Marketing,35696.22,16180.05,False,559 Ryan Light Suite 652,East Lauriefurt,Montana,Yemen,17581,2024-03-02 19:19:16,2022-04-10 01:31:05
146,Elizabeth,Holland,morganandrea@odonnell.com,+10653065213,1985-12-30,Female,2022-02-10,HR Executive,IT,40273.89,4822.89,True,2393 Rodriguez Trail Apt. 402,Michaelhaven,Michigan,Namibia,54121,2023-10-04 20:55:06,2021-07-22 07:31:54
147,Michael,Wright,travislee@palmer.com,+15305815490142,1984-06-17,Female,2016-08-21,Data Analyst,Marketing,103530.8,16360.17,False,291 Amanda Ranch,East Annamouth,Vermont,Tokelau,13101,2020-08-24 13:39:41,2021-03-12 10:44:30
148,Katelyn,Clayton,thomasneal@yahoo.com,001524874380435,1986-09-05,Male,2019-09-27,Data Analyst,HR,88801.61,2561.71,False,243 Vance Hills,East Mark,Oklahoma,Benin,14569,2024-04-01 04:52:03,2022-11-14 09:46:47
149,Lisa,Miller,cunninghamdavid@yahoo.com,4204001445,1993-05-24,Female,2022-07-10,Project Manager,Marketing,42874.25,17992.51,True,981 Cole Hollow,Garciamouth,Vermont,Tunisia,56373,2020-12-15 14:37:49,2023-09-20 09:20:14
150,Daniel,Griffin,nwilliams@adams.info,6929632281,1980-01-12,Other,2018-09-17,Project Manager,Marketing,91684.26,9241.55,False,4778 Matthew Hill Suite 879,West Victoriatown,Illinois,Saint Helena,91481,2020-09-01 13:15:37,2022-01-16 15:46:28
151,Justin,Romero,jeffreywilson@finley.info,+13061983141966,1994-10-25,Female,2016-11-13,Data Analyst,IT,44247.63,15669.87,True,2573 Kelly Fields,East Denise,Indiana,Lithuania,24670,2021-04-20 17:13:49,2022-10-11 22:09:10
152,Joshua,Smith,wpacheco@fuller-lee.com,1788363780516,1983-04-08,Male,2025-01-19,HR Executive,HR,56167.76,17595.77,True,753 Jack Burgs,Martinezshire,Massachusetts,Brazil,90192,2021-05-05 17:40:35,2022-10-25 19:42:31
153,Wanda,Schmidt,michelelopez@woods.com,8256220543,1981-05-21,Other,2020-04-04,Sales Manager,Finance,81392.35,995.41,False,84819 Jamie Squares Suite 027,Ramosmouth,Massachusetts,Saint Lucia,68990,2023-09-24 06:10:53,2024-02-10 12:32:41
154,Christopher,Brown,deborah04@rios.com,+13115166635705,1973-06-21,Other,2020-08-05,Project Manager,IT,146537.93,11293.34,True,020 Andrea Islands Suite 946,East Martin,South Dakota,Togo,42874,2021-07-05 02:32:19,2020-04-04 07:32:37
155,Miranda,Nelson,harmonzachary@gmail.com,001438961677661,1964-10-10,Other,2019-04-22,Sales Manager,Sales,56586.96,16636.0,True,62369 Renee Brook,New Jacquelineview,Louisiana,Ethiopia,78812,2023-06-22 09:54:07,2021-09-08 12:03:39
156,Chris,Johnson,kellywoods@gmail.com,8805818539,2001-02-03,Male,2016-08-12,Sales Manager,Sales,110957.49,4672.06,False,7899 Elliott Mountain Apt. 918,New Deborahton,Arkansas,Jamaica,79609,2023-06-25 12:25:34,2024-01-31 10:05:56
157,Jamie,Morris,tkelley@yahoo.com,937919149624302,1993-11-02,Female,2024-09-25,Sales Manager,HR,46474.55,309.98,False,502 Mahoney Motorway,Garciaport,Arkansas,Faroe Islands,30555,2021-03-15 18:15:25,2023-03-28 09:07:12
158,Becky,Bates,simpsonlarry@williams-carson.biz,380566031527818,1971-01-29,Female,2023-07-27,Sales Manager,IT,127439.48,17536.81,True,0282 Clark Parks Apt. 648,Port Stevenborough,New York,Barbados,17655,2023-04-12 14:08:32,2024-11-18 05:37:05
159,Rebecca,Rodriguez,cgrant@hotmail.com,744811766325104,1979-11-06,Male,2020-10-01,Sales Manager,IT,46269.69,4130.08,False,38604 Katie Cliffs,Kaneland,Missouri,Mali,73307,2024-08-27 11:28:43,2020-05-19 13:20:22
160,Lisa,Austin,carlosramirez@dean-ray.com,001131699906596,1984-12-27,Other,2021-09-27,Data Analyst,HR,117907.27,16323.48,False,040 Campbell Fall Suite 381,Lake Suzanne,New Hampshire,Tunisia,55004,2020-12-29 14:42:58,2020-01-24 16:01:53
161,William,Jackson,rachelbeck@gonzalez.com,6883773314,1973-07-08,Female,2016-05-06,Sales Manager,Finance,45904.89,9969.32,True,4884 Sanders Glens Suite 619,Port Morganland,Florida,Grenada,48601,2020-08-02 01:55:28,2023-07-08 06:03:04
162,Holly,Ramsey,hollymoore@walsh.org,4849084827,1977-06-14,Other,2022-10-13,Software Engineer,Finance,101535.07,9783.98,False,349 Hickman Stream,Adkinsview,Colorado,Gibraltar,08059,2021-05-29 19:51:31,2021-07-01 22:57:15
163,Ronald,Noble,rdavis@hotmail.com,1255605199,1988-03-23,Male,2021-03-18,Data Analyst,Finance,108331.61,13216.99,False,1987 Meghan Mission,Olsonport,Washington,San Marino,88681,2024-02-18 14:46:31,2021-10-21 22:59:15
164,Roberto,Johnson,terrypatrick@mcdonald.info,294531329607545,1997-04-27,Other,2017-03-12,HR Executive,Finance,67673.24,16955.62,False,54693 Robinson Squares,New Coreyview,Pennsylvania,Andorra,52424,2022-06-28 17:35:27,2023-03-10 07:47:38
165,Richard,Ward,joseph67@hotmail.com,+19186545192733,1971-02-04,Male,2023-01-05,Sales Manager,Marketing,114410.26,16433.93,False,92504 Evan Plain,Timothyland,Oregon,Mozambique,43248,2020-04-01 19:23:26,2020-05-01 16:24:19
166,Michelle,Odom,kwhitney@hotmail.com,6769549990,1980-11-11,Female,2020-01-02,Software Engineer,HR,34594.54,14529.21,True,808 Pollard Avenue,North Charlesstad,New Jersey,Lithuania,73181,2020-10-19 13:57:29,2023-06-08 22:17:28
167,Ernest,Pierce,cunninghamstephanie@carter-carter.info,001725721707691,1970-01-04,Female,2017-04-23,HR Executive,HR,61212.79,13431.7,False,729 David Meadows,Matthewstad,Nebraska,Luxembourg,81056,2020-11-14 01:13:43,2020-07-05 07:13:25
168,James,Booth,jasonlopez@yahoo.com,7076829026,1971-11-06,Male,2017-07-04,Project Manager,Finance,94741.6,14646.28,True,390 Elizabeth Trafficway,North Kaylamouth,Illinois,Haiti,15470,2022-09-07 08:21:01,2021-02-02 10:47:34
169,Louis,Chapman,christina89@clark-harris.com,8871929572,1998-12-07,Female,2018-06-08,Software Engineer,Marketing,105339.59,491.29,True,520 Heather Key Suite 349,Robertsmouth,South Carolina,Andorra,96013,2024-01-20 15:03:41,2022-07-01 06:09:41
170,Sarah,Hernandez,jesus74@hotmail.com,3074701539836,1977-07-27,Male,2021-12-12,Data Analyst,Sales,37985.41,1248.12,False,41428 Becky Way,Gutierrezchester,Iowa,Sweden,74187,2020-09-06 19:54:26,2020-10-16 12:43:58
171,Rebecca,Flores,smithjonathan@schwartz.com,66567630145805,1984-12-30,Male,2020-12-14,Data Analyst,Marketing,82225.58,7160.7,True,99209 Phillip Alley Suite 341,Barnesland,Wyoming,Qatar,02477,2021-12-04 14:26:00,2022-06-14 01:42:05
172,Victoria,Johnson,owatson@gmail.com,001894233341137,1965-12-19,Other,2023-10-04,Project Manager,Marketing,75920.19,8185.69,False,6657 Christina Rest,Port Samanthachester,Indiana,Serbia,86169,2020-08-17 11:55:56,2022-05-12 00:55:27
173,Alexandra,Boone,halllindsey@johnson-miller.com,9476363160,1968-10-02,Other,2020-10-28,Sales Manager,Marketing,121090.32,11294.57,True,2290 Courtney Rue Apt. 403,South Tammy,South Dakota,Montenegro,55192,2022-10-31 05:32:54,2020-12-31 08:45:57
174,Thomas,Morse,montoyacynthia@guzman.com,6790127643,1992-07-30,Female,2020-09-07,HR Executive,HR,30373.21,2764.54,True,17042 Paul Fort,South Edwardburgh,New York,Holy See (Vatican City State),75086,2025-04-23 20:33:25,2020-11-21 03:37:59
175,Allen,Park,logan84@logan.net,06445888135150,1981-05-01,Male,2023-12-06,Project Manager,HR,130816.39,16413.17,True,91819 Johnson Burgs Suite 615,Lake Melinda,Wisconsin,Lithuania,23353,2020-04-21 02:19:03,2020-08-01 13:54:59
176,Jacob,Taylor,hramos@brown-sellers.com,9732671446188,1990-04-12,Male,2021-09-16,Data Analyst,Finance,50197.77,1569.77,True,24379 Jamie Field,East Joseph,Kentucky,Mauritius,71871,2022-01-08 15:23:46,2022-03-04 11:32:14
177,Ashley,Howell,hnewman@jones.info,7305176270,1966-09-20,Other,2022-11-21,HR Executive,HR,103792.45,800.98,False,98360 Thomas Viaduct,New Kimberly,Vermont,Madagascar,92543,2023-04-08 13:07:59,2022-12-31 14:26:23
178,Alicia,Kline,brian23@evans.com,0731387241,2001-05-12,Other,2024-11-06,HR Executive,IT,105091.7,17789.57,False,504 Robin Radial,New Larryfurt,North Dakota,Lao People's Democratic Republic,75751,2025-03-19 00:13:37,2024-12-03 03:15:02
179,Keith,Garcia,melvinwillis@gmail.com,53018689395675,1982-07-15,Male,2022-02-26,Project Manager,Sales,110597.45,9162.34,False,168 Manning Field Apt. 257,Katieview,Maryland,Sao Tome and Principe,06795,2023-10-08 03:56:37,2022-10-15 19:07:02
180,Michael,Harper,anthonyruiz@mathis.com,0231562316954,1987-12-19,Male,2018-06-30,HR Executive,Sales,62380.77,9846.26,False,092 Bradley Brooks Apt. 837,Samanthastad,Nevada,Mexico,45725,2022-10-11 12:58:29,2025-01-18 11:44:52
181,Kim,Jones,caitlindavis@gmail.com,20354722189812,1990-08-17,Male,2022-04-22,Project Manager,Finance,138065.0,11008.97,True,79461 James Point Suite 692,Nicholaschester,North Dakota,Senegal,56614,2022-03-20 04:54:06,2022-11-16 00:13:44
182,Diana,Smith,simmonsmichelle@oliver.com,4976321362,1981-12-22,Other,2025-01-04,Sales Manager,Finance,61493.59,13736.87,False,344 Samantha Parkway Suite 309,Larryfort,Ohio,French Polynesia,72622,2023-05-18 08:49:26,2023-07-24 08:09:17
183,Michael,Smith,taylornathan@dixon-miller.net,5113469706,1965-05-08,Female,2021-09-23,Software Engineer,Marketing,71590.66,1023.05,False,4357 Simpson Glens,Madisonville,New Mexico,Greece,79842,2022-06-19 16:14:09,2025-04-02 08:54:28
184,Michelle,Duncan,yroman@hotmail.com,+11354037665827,1973-12-17,Other,2016-09-03,Software Engineer,Sales,111687.05,11640.07,False,355 Miller Vista Apt. 863,Franciscobury,Idaho,Bhutan,30967,2022-06-02 21:03:15,2022-03-11 02:19:25
185,Benjamin,Garcia,andrewgarcia@hotmail.com,499511618207932,1993-07-31,Other,2022-07-30,Data Analyst,Finance,91951.32,7721.44,False,667 Derrick Cliff Apt. 774,Shaffershire,Massachusetts,Mexico,31351,2022-02-24 14:55:27,2021-06-13 05:05:46
186,Thomas,Rosales,flemingjoseph@hotmail.com,123077855899754,1979-07-06,Male,2016-02-12,Software Engineer,Finance,147806.89,16095.99,True,27529 Gibson Union Apt. 272,Port Roymouth,Arkansas,Switzerland,71832,2022-10-16 12:13:10,2024-04-18 21:24:57
187,Robert,Levine,frankmclean@walters-shepard.com,94909242477974,1965-04-17,Other,2023-10-15,Sales Manager,Sales,49506.12,17360.97,True,21036 James Station,North Walter,Maine,Marshall Islands,68084,2025-03-01 14:58:28,2024-08-17 11:37:21
188,Kristin,Gilbert,restrada@yahoo.com,21196934901797,1988-05-07,Female,2022-05-19,Software Engineer,Finance,127963.09,11297.39,False,38180 Michael Fields,Lake Micheleview,Georgia,Bosnia and Herzegovina,20188,2023-01-07 12:32:10,2020-12-31 16:24:25
189,Rachel,Mcbride,hromero@garcia.info,9144697525,1971-05-29,Female,2024-02-28,Project Manager,Sales,68760.29,15655.71,False,82294 Earl Street,East Marthaburgh,Missouri,Qatar,84847,2022-03-26 02:04:45,2022-07-12 11:30:56
190,Angela,Johnson,scottholmes@petersen.com,3609716180,1989-08-07,Male,2022-06-18,Software Engineer,HR,98232.33,8837.78,False,18722 Bryant Groves,Port Caitlinfurt,Rhode Island,Grenada,25181,2023-01-08 22:01:14,2022-12-15 15:41:33
191,Amy,Kennedy,rodriguezmarc@yahoo.com,5966326333400,1993-08-08,Male,2024-10-11,HR Executive,Sales,119673.83,3753.09,False,50493 Melanie Corners Suite 801,East Larryville,Nevada,Djibouti,61911,2020-05-24 00:47:32,2021-06-20 20:38:10
192,Abigail,Gregory,melissayoder@barrera-schmidt.com,99243085701095,1970-11-03,Female,2023-12-02,Data Analyst,Finance,50383.06,13177.24,True,6644 Gonzalez Port Apt. 726,Michelleport,North Dakota,Tokelau,37062,2025-03-10 07:54:21,2021-02-21 02:55:00
193,Paul,Mcmahon,marshzachary@gmail.com,001190574317829,1975-06-22,Other,2021-04-29,Software Engineer,Finance,105855.5,10868.46,False,77312 Ruth Manor Apt. 706,East Rebecca,North Dakota,Barbados,52236,2020-06-30 01:04:05,2024-09-18 11:08:23
194,Bethany,Jackson,wongcody@gmail.com,44887190039502,2000-02-01,Female,2025-02-14,Project Manager,Sales,64195.54,8574.07,False,185 Hendricks Station Suite 549,Scottside,Indiana,Turkey,88802,2023-09-17 06:11:53,2020-04-10 11:06:11
195,Matthew,Stanley,darrylmoore@yahoo.com,3278748582,1966-11-19,Female,2019-05-03,Sales Manager,Finance,96547.18,19801.81,True,517 Sylvia Trail Apt. 318,Port Charles,Montana,Seychelles,96197,2021-10-09 23:12:07,2024-04-13 02:57:27
196,Alice,Murphy,yyoung@yahoo.com,0922022242,1979-02-19,Other,2025-02-21,HR Executive,HR,131369.0,15001.05,True,255 Hunt Ramp,Port Dawn,Oregon,Ghana,68272,2022-06-28 05:54:52,2021-03-25 20:53:24
197,Peter,Bryant,adam52@lane-brown.com,2425743076,1964-12-27,Other,2020-08-16,Sales Manager,Marketing,73312.98,18990.4,False,193 Hall Falls,Christopherburgh,Pennsylvania,Norway,78202,2020-09-15 10:44:36,2020-10-27 03:13:13
198,Charles,Lucas,rwilliams@hotmail.com,+11936385119,1999-06-22,Other,2021-01-12,Sales Manager,HR,137977.72,7244.45,True,696 Steven Cliff Apt. 079,Feliciaville,Texas,Finland,15548,2020-08-22 01:36:19,2021-03-25 14:12:50
199,Elizabeth,Walker,watkinsdouglas@lewis.com,7133739233,1977-08-30,Other,2018-04-27,Data Analyst,Sales,105337.82,9939.79,True,32718 Stevens Way,Port Ian,Kentucky,Eritrea,85301,2025-04-13 09:38:57,2022-07-09 14:33:32
200,Amy,Boyer,williamthomas@yahoo.com,2007272155,1994-02-17,Other,2018-08-13,Data Analyst,Sales,52216.99,15161.49,False,3287 Steven Ports,Frazierton,Montana,Guinea-Bissau,04092,2022-05-15 14:58:59,2021-11-21 15:30:18
201,James,Lowe,bosborne@george.com,2671196498,1982-03-09,Male,2024-08-17,Sales Manager,Marketing,58408.03,14276.32,True,7923 Villanueva Court Suite 216,Port Timothyfurt,Idaho,Togo,84194,2020-06-11 13:12:54,2024-06-20 15:04:05
202,Jesse,Mason,boyerdarin@gmail.com,9622545634,1976-02-19,Male,2024-05-27,Data Analyst,Marketing,140827.11,18559.73,False,32385 Smith Ridge Suite 345,Dodsonbury,North Carolina,Angola,11059,2025-05-14 16:10:23,2024-09-26 16:11:17
203,Cheryl,Dawson,maryevans@yahoo.com,4500766369,1989-08-24,Female,2017-10-23,Project Manager,Marketing,135814.47,15469.59,False,5515 Jessica Cliffs Suite 983,Williamsville,Virginia,Cuba,19482,2023-03-14 04:50:22,2021-05-24 16:33:38
204,Jason,Zavala,gregory95@james-williams.net,33620680901729,1996-01-03,Male,2015-09-23,Project Manager,IT,89102.17,15250.54,True,7848 Michael Walks,Huntland,Colorado,Saint Kitts and Nevis,74700,2024-05-31 10:28:45,2020-09-13 16:02:51
205,Ronald,Watson,petersonsydney@meyers-johnson.com,301767849422022,1984-07-20,Female,2016-02-17,HR Executive,Marketing,123053.61,12512.85,False,662 Francisco Cliff Suite 879,Aprilburgh,Georgia,Albania,64251,2021-07-15 18:11:21,2021-12-29 11:32:37
206,Laura,Neal,millerluke@hotmail.com,378984931343280,1982-02-05,Other,2016-12-30,Software Engineer,Finance,85837.56,16597.05,True,9958 Tara Brooks Suite 414,Smithfurt,Colorado,Chile,32889,2021-12-16 08:42:18,2021-04-26 04:27:33
207,Leslie,James,andreawright@white.biz,65534452016733,1987-06-22,Other,2025-01-18,Project Manager,Sales,128640.62,7961.85,True,52593 Ortega Garden,Valenciachester,Texas,Azerbaijan,45243,2024-04-10 02:44:41,2020-07-09 04:18:09
208,Karen,Rhodes,gillbrian@steele.info,0904773056861,1972-04-03,Male,2022-08-06,Software Engineer,Finance,133793.85,7220.43,True,28630 Stanton Port,West Joseph,Hawaii,Venezuela,05355,2020-08-28 12:42:30,2023-03-27 22:26:00
209,John,Clark,aaronmorgan@chavez-gonzalez.com,001700643191984,1986-08-04,Male,2018-12-06,Software Engineer,Finance,86532.27,6290.64,True,0606 Brian Forks Suite 304,Lake Jeffreybury,Maryland,Moldova,48657,2024-03-20 14:52:56,2023-05-11 07:46:17
210,Toni,Powers,zdavis@yahoo.com,0019494682766,1984-11-05,Female,2019-11-20,HR Executive,HR,148117.49,15294.63,False,5255 Kelly Plaza,Whitefort,Wyoming,Guatemala,39215,2021-07-31 20:49:41,2021-08-14 22:06:31
211,Bailey,Webb,paul01@yahoo.com,007238377962618,1965-09-07,Female,2024-07-13,Data Analyst,Finance,47698.74,17332.18,True,8852 Murphy Stream Apt. 701,Vanessaton,Massachusetts,Iraq,95934,2020-11-21 20:59:50,2024-12-21 21:49:54
212,Gary,Miles,kevinholmes@martinez.com,861662616596253,1990-06-25,Male,2023-12-29,Data Analyst,HR,139274.49,14106.26,True,13507 Barnes Lock Suite 627,Josephburgh,Utah,Montenegro,72516,2021-12-19 19:12:17,2021-07-02 03:54:48
